Unnamed: 0,label,MainText,Cleaned_Text,Tokens
5845,ham,Happy birthday to you....dear.with lots of love.rakhesh NRI,happy birthday to you dear with lots of love rakhesh nri,"['happy', 'birthday', 'to', 'you', 'dear', 'with', 'lots', 'of', 'love', 'rakhesh', 'nri']"
5846,phishing,	Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,refused a loan secured or unsecured can t get credit call free now or text back help we will,"['refused', 'a', 'loan', 'secured', 'or', 'unsecured', 'can', 't', 'get', 'credit', 'call', 'free', 'now', 'or', 'text', 'back', 'help', 'we', 'will']"
5847,ham,Yes we are chatting too.,yes we are chatting too,"['yes', 'we', 'are', 'chatting', 'too']"
5848,phishing,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",urgent call from landline your complementary tenerife holiday or cash await collection sae t cs po box wa px ppm sender hol offer,"['urgent', 'call', 'from', 'landline', 'your', 'complementary', 'tenerife', 'holiday', 'or', 'cash', 'await', 'collection', 'sae', 't', 'cs', 'po', 'box', 'wa', 'px', 'ppm', 'sender', 'hol', 'offer']"
5849,ham,Sorry da..today i wont come to play..i have driving clas..,sorry da today i wont come to play i have driving clas,"['sorry', 'da', 'today', 'i', 'wont', 'come', 'to', 'play', 'i', 'have', 'driving', 'clas']"
5850,ham,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,i cant keep talking to people if am not sure i can pay them if they agree to price so pls tell me what you want to really buy and how much you are willing to pay,"['i', 'cant', 'keep', 'talking', 'to', 'people', 'if', 'am', 'not', 'sure', 'i', 'can', 'pay', 'them', 'if', 'they', 'agree', 'to', 'price', 'so', 'pls', 'tell', 'me', 'what', 'you', 'want', 'to', 'really', 'buy', 'and', 'how', 'much', 'you', 'are', 'willing', 'to', 'pay']"
5851,ham,"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",that s the thing with apes u can fight to the death to keep something but the minute they have it when u let go thats it,"['that', 's', 'the', 'thing', 'with', 'apes', 'u', 'can', 'fight', 'to', 'the', 'death', 'to', 'keep', 'something', 'but', 'the', 'minute', 'they', 'have', 'it', 'when', 'u', 'let', 'go', 'thats', 'it']"
5852,ham,My sister got placed in birla soft da:-),my sister got placed in birla soft da,"['my', 'sister', 'got', 'placed', 'in', 'birla', 'soft', 'da']"
5853,ham,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,hope things went well at doctors reminds me i still need go did u c d little thing i left in the lounge,"['hope', 'things', 'went', 'well', 'at', 'doctors', 'reminds', 'me', 'i', 'still', 'need', 'go', 'did', 'u', 'c', 'd', 'little', 'thing', 'i', 'left', 'in', 'the', 'lounge']"
5854,ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",yeah we wouldn t leave for an hour at least how s sound,"['yeah', 'we', 'wouldn', 't', 'leave', 'for', 'an', 'hour', 'at', 'least', 'how', 's', 'sound']"
5855,ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?",it wont b until as trying sort house out is that ok,"['it', 'wont', 'b', 'until', 'as', 'trying', 'sort', 'house', 'out', 'is', 'that', 'ok']"
5856,ham,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,u free on sat rite u wan watch infernal affairs wif me n darren n mayb xy,"['u', 'free', 'on', 'sat', 'rite', 'u', 'wan', 'watch', 'infernal', 'affairs', 'wif', 'me', 'n', 'darren', 'n', 'mayb', 'xy']"
5857,ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? Leave this for now...I've cried enough today.",i m gonna be home soon and i don t want to talk about this stuff anymore tonight k leave this for now i ve cried enough today,"['i', 'm', 'gon', 'na', 'be', 'home', 'soon', 'and', 'i', 'don', 't', 'want', 'to', 'talk', 'about', 'this', 'stuff', 'anymore', 'tonight', 'k', 'leave', 'this', 'for', 'now', 'i', 've', 'cried', 'enough', 'today']"
5858,ham,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,yar lor keep raining non stop or u wan go elsewhere,"['yar', 'lor', 'keep', 'raining', 'non', 'stop', 'or', 'u', 'wan', 'go', 'elsewhere']"
5859,ham,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?,let me know if you need anything else salad or desert or something how many beers shall i get,"['let', 'me', 'know', 'if', 'you', 'need', 'anything', 'else', 'salad', 'or', 'desert', 'or', 'something', 'how', 'many', 'beers', 'shall', 'i', 'get']"
5860,phishing,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,this msg is for your mobile content order it has been resent as previous attempt failed due to network error queries to customersqueries netvision uk com,"['this', 'msg', 'is', 'for', 'your', 'mobile', 'content', 'order', 'it', 'has', 'been', 'resent', 'as', 'previous', 'attempt', 'failed', 'due', 'to', 'network', 'error', 'queries', 'to', 'customersqueries', 'netvision', 'uk', 'com']"
5861,ham,"Aight, text me tonight and we'll see what's up",aight text me tonight and we ll see what s up,"['aight', 'text', 'me', 'tonight', 'and', 'we', 'll', 'see', 'what', 's', 'up']"
5862,ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",sir good morning hope you had a good weekend i called to let you know that i was able to raise lt gt from my dad he however said he would make the rest available by mid feb this amount is still quite short and i was hoping you would help do have a good day abiola,"['sir', 'good', 'morning', 'hope', 'you', 'had', 'a', 'good', 'weekend', 'i', 'called', 'to', 'let', 'you', 'know', 'that', 'i', 'was', 'able', 'to', 'raise', 'lt', 'gt', 'from', 'my', 'dad', 'he', 'however', 'said', 'he', 'would', 'make', 'the', 'rest', 'available', 'by', 'mid', 'feb', 'this', 'amount', 'is', 'still', 'quite', 'short', 'and', 'i', 'was', 'hoping', 'you', 'would', 'help', 'do', 'have', 'a', 'good', 'day', 'abiola']"
5863,ham,"Sorry, I can't help you on this. I am sorry�",sorry i can t help you on this i am sorry,"['sorry', 'i', 'can', 't', 'help', 'you', 'on', 'this', 'i', 'am', 'sorry']"
5864,phishing,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,u have won a nokia plus a free digital camera this is what u get when u win our free auction to take part send nokia to now pobox tcr w,"['u', 'have', 'won', 'a', 'nokia', 'plus', 'a', 'free', 'digital', 'camera', 'this', 'is', 'what', 'u', 'get', 'when', 'u', 'win', 'our', 'free', 'auction', 'to', 'take', 'part', 'send', 'nokia', 'to', 'now', 'pobox', 'tcr', 'w']"
5865,ham,I need details about that online job.,i need details about that online job,"['i', 'need', 'details', 'about', 'that', 'online', 'job']"
5866,ham,Do you like Italian food?,do you like italian food,"['do', 'you', 'like', 'italian', 'food']"
5867,ham,"No, but you told me you were going, before you got drunk!",no but you told me you were going before you got drunk,"['no', 'but', 'you', 'told', 'me', 'you', 'were', 'going', 'before', 'you', 'got', 'drunk']"
5868,ham,K. I will sent it again�.my goodness..,k i will sent it again my goodness,"['k', 'i', 'will', 'sent', 'it', 'again', 'my', 'goodness']"
5869,ham,Wait 2 min..stand at bus stop,wait min stand at bus stop,"['wait', 'min', 'stand', 'at', 'bus', 'stop']"
5870,ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,first has she gained more than lt gt kg since she took in second has she done the blood sugar tests if she has and its ok and her blood pressure is within normal limits then no worries,"['first', 'has', 'she', 'gained', 'more', 'than', 'lt', 'gt', 'kg', 'since', 'she', 'took', 'in', 'second', 'has', 'she', 'done', 'the', 'blood', 'sugar', 'tests', 'if', 'she', 'has', 'and', 'its', 'ok', 'and', 'her', 'blood', 'pressure', 'is', 'within', 'normal', 'limits', 'then', 'no', 'worries']"
5871,ham,Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx,hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal when are u free katexxx,"['hi', 'darlin', 'i', 'cantdo', 'anythingtomorrow', 'as', 'myparents', 'aretaking', 'me', 'outfor', 'a', 'meal', 'when', 'are', 'u', 'free', 'katexxx']"
5872,ham,You also didnt get na hi hi hi hi hi,you also didnt get na hi hi hi hi hi,"['you', 'also', 'didnt', 'get', 'na', 'hi', 'hi', 'hi', 'hi', 'hi']"
5873,ham,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance",v aluable a ffectionate l oveable e ternal n oble t ruthful i ntimate n atural e namous happy valentines day in advance,"['v', 'aluable', 'a', 'ffectionate', 'l', 'oveable', 'e', 'ternal', 'n', 'oble', 't', 'ruthful', 'i', 'ntimate', 'n', 'atural', 'e', 'namous', 'happy', 'valentines', 'day', 'in', 'advance']"
5874,phishing,	You have 1 new voicemail. Please call 08719181503,you have new voicemail please call,"['you', 'have', 'new', 'voicemail', 'please', 'call']"
5875,ham,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,tension face smiling face waste face innocent face terror face cruel face romantic face lovable face decent face lt gt joker face,"['tension', 'face', 'smiling', 'face', 'waste', 'face', 'innocent', 'face', 'terror', 'face', 'cruel', 'face', 'romantic', 'face', 'lovable', 'face', 'decent', 'face', 'lt', 'gt', 'joker', 'face']"
5876,phishing,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN.,i don t know u and u don t know me send chat to now and let s find each other only p msg rcvd hg suite lands row wjhl ldn,"['i', 'don', 't', 'know', 'u', 'and', 'u', 'don', 't', 'know', 'me', 'send', 'chat', 'to', 'now', 'and', 'let', 's', 'find', 'each', 'other', 'only', 'p', 'msg', 'rcvd', 'hg', 'suite', 'lands', 'row', 'wjhl', 'ldn']"
5877,ham,If u dun drive then how i go 2 sch.,if u dun drive then how i go sch,"['if', 'u', 'dun', 'drive', 'then', 'how', 'i', 'go', 'sch']"
5878,ham,I'll probably be by tomorrow (or even later tonight if something's going on),i ll probably be by tomorrow or even later tonight if something s going on,"['i', 'll', 'probably', 'be', 'by', 'tomorrow', 'or', 'even', 'later', 'tonight', 'if', 'something', 's', 'going', 'on']"
5879,ham,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,thanks honey but still haven t heard anything i will leave it a bit longer so not crowd him and will try later great advice thanks hope cardiff is still there,"['thanks', 'honey', 'but', 'still', 'haven', 't', 'heard', 'anything', 'i', 'will', 'leave', 'it', 'a', 'bit', 'longer', 'so', 'not', 'crowd', 'him', 'and', 'will', 'try', 'later', 'great', 'advice', 'thanks', 'hope', 'cardiff', 'is', 'still', 'there']"
5880,ham,aathi..where are you dear..i AM WAITING FOR u,aathi where are you dear i am waiting for u,"['aathi', 'where', 'are', 'you', 'dear', 'i', 'am', 'waiting', 'for', 'u']"
5881,ham,Onum ela pa. Normal than.,onum ela pa normal than,"['onum', 'ela', 'pa', 'normal', 'than']"
5882,ham,No but the bluray player can,no but the bluray player can,"['no', 'but', 'the', 'bluray', 'player', 'can']"
5883,ham,Oh really?? Did you make it on air? What's your talent?,oh really did you make it on air what s your talent,"['oh', 'really', 'did', 'you', 'make', 'it', 'on', 'air', 'what', 's', 'your', 'talent']"
5884,ham,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",did i forget to tell you i want you i need you i crave you but most of all i love you my sweet arabian steed mmmmmm yummy,"['did', 'i', 'forget', 'to', 'tell', 'you', 'i', 'want', 'you', 'i', 'need', 'you', 'i', 'crave', 'you', 'but', 'most', 'of', 'all', 'i', 'love', 'you', 'my', 'sweet', 'arabian', 'steed', 'mmmmmm', 'yummy']"
5885,phishing,	Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,todays voda numbers ending with are selected to receive a reward if you have a match please call quoting claim code standard rates apply,"['todays', 'voda', 'numbers', 'ending', 'with', 'are', 'selected', 'to', 'receive', 'a', 'reward', 'if', 'you', 'have', 'a', 'match', 'please', 'call', 'quoting', 'claim', 'code', 'standard', 'rates', 'apply']"
5886,phishing,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB,more people are dogging in your area now call and join like minded guys why not arrange yourself there s this evening a minapn lsbb,"['more', 'people', 'are', 'dogging', 'in', 'your', 'area', 'now', 'call', 'and', 'join', 'like', 'minded', 'guys', 'why', 'not', 'arrange', 'yourself', 'there', 's', 'this', 'evening', 'a', 'minapn', 'lsbb']"
5887,ham,Mmm so yummy babe ... Nice jolt to the suzy,mmm so yummy babe nice jolt to the suzy,"['mmm', 'so', 'yummy', 'babe', 'nice', 'jolt', 'to', 'the', 'suzy']"
5888,phishing,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",hi ya babe x u goten bout me scammers getting smart though this is a regular vodafone no if you respond you get further prem rate msg subscription other nos used also beware,"['hi', 'ya', 'babe', 'x', 'u', 'goten', 'bout', 'me', 'scammers', 'getting', 'smart', 'though', 'this', 'is', 'a', 'regular', 'vodafone', 'no', 'if', 'you', 'respond', 'you', 'get', 'further', 'prem', 'rate', 'msg', 'subscription', 'other', 'nos', 'used', 'also', 'beware']"
5889,phishing,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,do you want a new video phone anytime any network mins text for only five pounds per week call now or reply for delivery tomorrow,"['do', 'you', 'want', 'a', 'new', 'video', 'phone', 'anytime', 'any', 'network', 'mins', 'text', 'for', 'only', 'five', 'pounds', 'per', 'week', 'call', 'now', 'or', 'reply', 'for', 'delivery', 'tomorrow']"
5890,ham,What's nannys address?,what s nannys address,"['what', 's', 'nannys', 'address']"
5891,phishing,Double Mins & Double Txt & 1/2 price Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,double mins double txt price call mobileupd for the very latest offers or calloptout lf,"['double', 'mins', 'double', 'txt', 'price', 'call', 'mobileupd', 'for', 'the', 'very', 'latest', 'offers', 'or', 'calloptout', 'lf']"
5892,ham,Well. Balls. Time to make calls,well balls time to make calls,"['well', 'balls', 'time', 'to', 'make', 'calls']"
5893,ham,Check with nuerologist.,check with nuerologist,"['check', 'with', 'nuerologist']"
5894,ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",thanx yup we coming back on sun finish dinner going back hotel now time flies we re tog exactly a mth today hope we ll haf many more mths to come,"['thanx', 'yup', 'we', 'coming', 'back', 'on', 'sun', 'finish', 'dinner', 'going', 'back', 'hotel', 'now', 'time', 'flies', 'we', 're', 'tog', 'exactly', 'a', 'mth', 'today', 'hope', 'we', 'll', 'haf', 'many', 'more', 'mths', 'to', 'come']"
5895,ham,Goodmorning today i am late for 15 min.,goodmorning today i am late for min,"['goodmorning', 'today', 'i', 'am', 'late', 'for', 'min']"
5896,phishing,Your SAM registration has been received! Click here to complete the process http:/rghst.us/xRI2284 Reply STOP 2 opt out of future texts,your sam registration has been received click here to complete the process reply stop opt out of future texts,"['your', 'sam', 'registration', 'has', 'been', 'received', 'click', 'here', 'to', 'complete', 'the', 'process', 'reply', 'stop', 'opt', 'out', 'of', 'future', 'texts']"
5897,ham,So gd got free ice cream... I oso wan...,so gd got free ice cream i oso wan,"['so', 'gd', 'got', 'free', 'ice', 'cream', 'i', 'oso', 'wan']"
5898,phishing,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,hard live chat just p min choose your girl and connect live call now cheap chat uk s biggest live service vu bcmwcnxx,"['hard', 'live', 'chat', 'just', 'p', 'min', 'choose', 'your', 'girl', 'and', 'connect', 'live', 'call', 'now', 'cheap', 'chat', 'uk', 's', 'biggest', 'live', 'service', 'vu', 'bcmwcnxx']"
5899,ham,No message..no response..what happend? Any issues?,no message no response what happend any issues,"['no', 'message', 'no', 'response', 'what', 'happend', 'any', 'issues']"
5900,phishing,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,forwarded from hi this is your mailbox messaging sms alert you have messages you have matches please call back on to retrieve your messages and matches,"['forwarded', 'from', 'hi', 'this', 'is', 'your', 'mailbox', 'messaging', 'sms', 'alert', 'you', 'have', 'messages', 'you', 'have', 'matches', 'please', 'call', 'back', 'on', 'to', 'retrieve', 'your', 'messages', 'and', 'matches']"
5901,ham,You want to go?,you want to go,"['you', 'want', 'to', 'go']"
5902,ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",can meh thgt some will clash really ah i dun mind i dun seen to have lost any weight gee,"['can', 'meh', 'thgt', 'some', 'will', 'clash', 'really', 'ah', 'i', 'dun', 'mind', 'i', 'dun', 'seen', 'to', 'have', 'lost', 'any', 'weight', 'gee']"
5903,ham,"THATS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONT WORRY.C U L8TR HUN!LOVE Yaxxx",that s alrite girl u know gail is neva wrong take care sweet and don t worry c u ltr hun love yaxxx,"['that', 's', 'alrite', 'girl', 'u', 'know', 'gail', 'is', 'neva', 'wrong', 'take', 'care', 'sweet', 'and', 'don', 't', 'worry', 'c', 'u', 'ltr', 'hun', 'love', 'yaxxx']"
5904,ham,What makes some people dearer is not just the happiness that u feel when u meet them but the pain u feel when u miss them,what makes some people dearer is not just the happiness that u feel when u meet them but the pain u feel when u miss them,"['what', 'makes', 'some', 'people', 'dearer', 'is', 'not', 'just', 'the', 'happiness', 'that', 'u', 'feel', 'when', 'u', 'meet', 'them', 'but', 'the', 'pain', 'u', 'feel', 'when', 'u', 'miss', 'them']"
5905,ham,I AM AT THE GAS STATION. GO THERE.,i am at the gas station go there,"['i', 'am', 'at', 'the', 'gas', 'station', 'go', 'there']"
5906,ham,Now only i reached home. . . I am very tired now. . I will come tomorro,now only i reached home i am very tired now i will come tomorro,"['now', 'only', 'i', 'reached', 'home', 'i', 'am', 'very', 'tired', 'now', 'i', 'will', 'come', 'tomorro']"
5907,ham,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",actually my mobile is full of msg and i m doing a work online where i need to send them lt gt sent msg i wil explain u later,"['actually', 'my', 'mobile', 'is', 'full', 'of', 'msg', 'and', 'i', 'm', 'doing', 'a', 'work', 'online', 'where', 'i', 'need', 'to', 'send', 'them', 'lt', 'gt', 'sent', 'msg', 'i', 'wil', 'explain', 'u', 'later']"
5908,ham,"Easy mate, * guess the quick drink was bit ambitious.",easy mate guess the quick drink was bit ambitious,"['easy', 'mate', 'guess', 'the', 'quick', 'drink', 'was', 'bit', 'ambitious']"
5909,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent Pls reply..,your opinion about me over jada kusruthi lovable silent pls reply,"['your', 'opinion', 'about', 'me', 'over', 'jada', 'kusruthi', 'lovable', 'silent', 'pls', 'reply']"
5910,ham,I will reach ur home in 10 minutes..lets meet..,i will reach ur home in minutes lets meet,"['i', 'will', 'reach', 'ur', 'home', 'in', 'minutes', 'lets', 'meet']"
5911,ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",i m an actor when i work i work in the evening and sleep late since i m unemployed at the moment i always sleep late when you re unemployed every day is saturday,"['i', 'm', 'an', 'actor', 'when', 'i', 'work', 'i', 'work', 'in', 'the', 'evening', 'and', 'sleep', 'late', 'since', 'i', 'm', 'unemployed', 'at', 'the', 'moment', 'i', 'always', 'sleep', 'late', 'when', 'you', 're', 'unemployed', 'every', 'day', 'is', 'saturday']"
5912,ham,Good Morning my Dear........... Have a great DAY�.ENJOY�,good morning my dear have a great day enjoy,"['good', 'morning', 'my', 'dear', 'have', 'a', 'great', 'day', 'enjoy']"
5913,ham,No plans yet. What are you doing ?,no plans yet what are you doing,"['no', 'plans', 'yet', 'what', 'are', 'you', 'doing']"
5914,ham,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.",the last thing i ever wanted to do was hurt you and i didn t think it would have you d laugh be embarassed delete the tag and keep going but as far as i knew it wasn t even up the fact that you even felt like i would do it to hurt you shows you really don t know me at all it was messy wednesday but it wasn t bad the problem i have with it is you have the time to clean it but you choose not to you skype you take pictures you sleep you want to go out i don t mind a few things here and there but when you don t make the bed when you throw laundry on top of it when i can t have a friend in the house because i m embarassed that there s underwear and bras strewn on the bed pillows on the floor that s something else you used to be good about at least making the bed,"['the', 'last', 'thing', 'i', 'ever', 'wanted', 'to', 'do', 'was', 'hurt', 'you', 'and', 'i', 'didn', 't', 'think', 'it', 'would', 'have', 'you', 'd', 'laugh', 'be', 'embarassed', 'delete', 'the', 'tag', 'and', 'keep', 'going', 'but', 'as', 'far', 'as', 'i', 'knew', 'it', 'wasn', 't', 'even', 'up', 'the', 'fact', 'that', 'you', 'even', 'felt', 'like', 'i', 'would', 'do', 'it', 'to', 'hurt', 'you', 'shows', 'you', 'really', 'don', 't', 'know', 'me', 'at', 'all', 'it', 'was', 'messy', 'wednesday', 'but', 'it', 'wasn', 't', 'bad', 'the', 'problem', 'i', 'have', 'with', 'it', 'is', 'you', 'have', 'the', 'time', 'to', 'clean', 'it', 'but', 'you', 'choose', 'not', 'to', 'you', 'skype', 'you', 'take', 'pictures', 'you', 'sleep', 'you', 'want', 'to', 'go', 'out', 'i', 'don', 't', 'mind', 'a', 'few', 'things', 'here', 'and', 'there', 'but', 'when', 'you', 'don', 't', 'make', 'the', 'bed', 'when', 'you', 'throw', 'laundry', 'on', 'top', 'of', 'it', 'when', 'i', 'can', 't', 'have', 'a', 'friend', 'in', 'the', 'house', 'because', 'i', 'm', 'embarassed', 'that', 'there', 's', 'underwear', 'and', 'bras', 'strewn', 'on', 'the', 'bed', 'pillows', 'on', 'the', 'floor', 'that', 's', 'something', 'else', 'you', 'used', 'to', 'be', 'good', 'about', 'at', 'least', 'making', 'the', 'bed']"
5915,ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,i take it we didn t have the phone callon friday can we assume we won t have it this year now,"['i', 'take', 'it', 'we', 'didn', 't', 'have', 'the', 'phone', 'callon', 'friday', 'can', 'we', 'assume', 'we', 'won', 't', 'have', 'it', 'this', 'year', 'now']"
5916,ham,I'm hungry buy smth home...,i m hungry buy smth home,"['i', 'm', 'hungry', 'buy', 'smth', 'home']"
5917,phishing,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",had your mobile mths update to the latest camera video phones for free keep ur same number get extra free mins texts text yes for a call,"['had', 'your', 'mobile', 'mths', 'update', 'to', 'the', 'latest', 'camera', 'video', 'phones', 'for', 'free', 'keep', 'ur', 'same', 'number', 'get', 'extra', 'free', 'mins', 'texts', 'text', 'yes', 'for', 'a', 'call']"
5918,ham,Yes:)sura in sun tv.:)lol.,yes sura in sun tv lol,"['yes', 'sura', 'in', 'sun', 'tv', 'lol']"
5919,phishing,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,mths half price orange line rental latest camera phones free had your phone mths call mobilesdirect free on to update now orstoptxt,"['mths', 'half', 'price', 'orange', 'line', 'rental', 'latest', 'camera', 'phones', 'free', 'had', 'your', 'phone', 'mths', 'call', 'mobilesdirect', 'free', 'on', 'to', 'update', 'now', 'orstoptxt']"
5920,ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,babe i love you covers your face in kisses,"['babe', 'i', 'love', 'you', 'covers', 'your', 'face', 'in', 'kisses']"
5921,ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,thanks for being there for me just to talk to on saturday you are very dear to me i cherish having you as a brother and role model,"['thanks', 'for', 'being', 'there', 'for', 'me', 'just', 'to', 'talk', 'to', 'on', 'saturday', 'you', 'are', 'very', 'dear', 'to', 'me', 'i', 'cherish', 'having', 'you', 'as', 'a', 'brother', 'and', 'role', 'model']"
5922,ham,Well i will watch shrek in 3D!!B),well i will watch shrek in d b,"['well', 'i', 'will', 'watch', 'shrek', 'in', 'd', 'b']"
5923,ham,You should change your fb to jaykwon thuglyfe falconerf,you should change your fb to jaykwon thuglyfe falconerf,"['you', 'should', 'change', 'your', 'fb', 'to', 'jaykwon', 'thuglyfe', 'falconerf']"
5924,phishing,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now.,you have won a nokia i this is what you get when you win our free auction to take part send nokia to now,"['you', 'have', 'won', 'a', 'nokia', 'i', 'this', 'is', 'what', 'you', 'get', 'when', 'you', 'win', 'our', 'free', 'auction', 'to', 'take', 'part', 'send', 'nokia', 'to', 'now']"
5925,ham,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,yes i think so i am in office but my lap is in room i think thats on for the last few days i didnt shut that down,"['yes', 'i', 'think', 'so', 'i', 'am', 'in', 'office', 'but', 'my', 'lap', 'is', 'in', 'room', 'i', 'think', 'thats', 'on', 'for', 'the', 'last', 'few', 'days', 'i', 'didnt', 'shut', 'that', 'down']"
5926,ham,Are you staying in town ?,are you staying in town,"['are', 'you', 'staying', 'in', 'town']"
5927,ham,Love you aathi..love u lot..,love you aathi love u lot,"['love', 'you', 'aathi', 'love', 'u', 'lot']"
5928,ham,We will meet soon princess! Ttyl!,we will meet soon princess ttyl,"['we', 'will', 'meet', 'soon', 'princess', 'ttyl']"
5929,ham,Its worse if if uses half way then stops. Its better for him to complete it.,its worse if if uses half way then stops its better for him to complete it,"['its', 'worse', 'if', 'if', 'uses', 'half', 'way', 'then', 'stops', 'its', 'better', 'for', 'him', 'to', 'complete', 'it']"
5930,ham,Ok lor...,ok lor,"['ok', 'lor']"
5931,ham,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ",i dun thk i ll quit yet hmmm can go jazz yogasana oso can we can go meet em after our lessons den,"['i', 'dun', 'thk', 'i', 'll', 'quit', 'yet', 'hmmm', 'can', 'go', 'jazz', 'yogasana', 'oso', 'can', 'we', 'can', 'go', 'meet', 'em', 'after', 'our', 'lessons', 'den']"
5932,ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),k then come wenever u lik to come and also tel vikky to come by getting free time,"['k', 'then', 'come', 'wenever', 'u', 'lik', 'to', 'come', 'and', 'also', 'tel', 'vikky', 'to', 'come', 'by', 'getting', 'free', 'time']"
